depth_mm,intensity,net_od,dose_cgy,dose_gy,smoothed_dose_cgy,pdd_percent
40.767,57456.99,0.02727190302,19.03975266,0.1903975266,19.03975266,8.297433129
40.894,57468.02,0.02718853964,18.98155291,0.1898155291,18.98155291,8.272069955
41.021,57441.42,0.02738960639,19.12192672,0.1912192672,19.12192672,8.333244192
41.148,57470.72,0.02716813582,18.96730807,0.1896730807,18.96730807,8.265862123
41.275,57429.84,0.02747716754,19.18305714,0.1918305714,19.18305714,8.359884535
41.402,57431.25,0.02746650501,19.17561314,0.1917561314,19.17561314,8.356640475
41.529,57479.29,0.02710337891,18.92209834,0.1892209834,18.92209834,8.246159937
41.656,57464.29,0.02721672873,19.00123299,0.1900123299,19.00123299,8.28064644
41.783,57409.04,0.02763448927,19.29289057,0.1929289057,19.29289057,8.407749419
41.91,57457.4,0.027268804,19.0375891,0.190375891,19.0375891,8.296490258
42.037,57463.91,0.02721960064,19.003238,0.19003238,19.003238,8.281520215
42.164,57528.83,0.02672923228,18.6608896,0.186608896,18.6608896,8.132326421
42.291,57526.88,0.0267439534,18.67116708,0.1867116708,18.67116708,8.136805297
42.418,57537.57,0.02666325761,18.6148297,0.186148297,18.6148297,8.112253733
42.545,57535.33,0.0266801655,18.62663386,0.1862663386,18.62663386,8.11739793
42.672,57527.58,0.02673866884,18.66747769,0.1866747769,18.66747769,8.135197478
42.799,57569.15,0.02642495667,18.448461,0.18448461,18.448461,8.039751049
42.926,57523.24,0.02677143415,18.69035264,0.1869035264,18.69035264,8.145166272
43.053,57545.25,0.02660529272,18.57436177,0.1857436177,18.57436177,8.094618007
43.18,57487.19,0.02704369322,18.88042905,0.1888042905,18.88042905,8.228000663
